score;departement;ville;nom;enseignes;code_naf;dirigeant;age;qualite;chiffre_affaires;resultat;annee_comptes;effectif;date_creation;nb_etablissements;siren;adresse;url_pappers;url_annuaire
58;75;PARIS;FLACH;;78.20Z;Jean Moreira DAVEIGA;71;Gérant;;;;n.r.;2018-12-07;1;844640599;41 RUE D'ALSACE 75010 PARIS;https://www.pappers.fr/entreprise/flach-844640599;https://annuaire-entreprises.data.gouv.fr/entreprise/844640599
58;75;PARIS;JOCQUER;;78.30Z;Bruno GRÉGOIRE;65;Contrôleur de gestion;;;;n.r.;2019-11-15;1;882431414;49 AVENUE D'IENA 75016 PARIS;https://www.pappers.fr/entreprise/jocquer-882431414;https://annuaire-entreprises.data.gouv.fr/entreprise/882431414
58;75;PARIS;EMMA DANA;;78.30Z;Emma DANA;70;;;;;n.r.;2020-06-14;2;884348343;6 RUE DES HAUDRIETTES 75003 PARIS;https://www.pappers.fr/entreprise/emma-dana-884348343;https://annuaire-entreprises.data.gouv.fr/entreprise/884348343
58;75;PARIS;AREQUIPA JURIS;;78.30Z;Jean-Pierre LOCTIN;65;Administrateur;;;;n.r.;2019-08-01;1;852929439;179 RUE DE LA POMPE 75016 PARIS;https://www.pappers.fr/entreprise/arequipa-juris-852929439;https://annuaire-entreprises.data.gouv.fr/entreprise/852929439
58;75;PARIS;DIRECT ENGINEERY & MANAGEMENT LINK;;78.10Z;Bruno KAMDOUM TCHAMWA;68;Président de SAS;;;;n.r.;2017-10-06;1;832564900;66 AVENUE DES CHAMPS ELYSEES 75008 PARIS;https://www.pappers.fr/entreprise/direct-engineery-management-link-dem-link-sas-832564900;https://annuaire-entreprises.data.gouv.fr/entreprise/832564900
58;75;PARIS;AUBAINE-RH;;78.10Z;Antoine Barthelemy TORRENT;67;Directeur Général;;;;n.r.;2018-03-05;1;837945930;320 RUE SAINT-HONORE 75001 PARIS;https://www.pappers.fr/entreprise/aubaine-rh-837945930;https://annuaire-entreprises.data.gouv.fr/entreprise/837945930
58;75;PARIS;GIE COOPLU;;78.30Z;Annie CURIEL (PAQUERIT);79;Contrôleur de gestion;;;;n.r.;2020-07-01;1;889565651;15 AVENUE KLEBER 75016 PARIS;https://www.pappers.fr/entreprise/gie-cooplu-889565651;https://annuaire-entreprises.data.gouv.fr/entreprise/889565651
55;75;PARIS;XPR-IT;;78.10Z;Eric TESTON;57;Gérant;481898;-35825;2024;3-5;2004-01-12;6;451549000;9 AVENUE CARNOT 75017 PARIS;https://www.pappers.fr/entreprise/xpr-it-451549000;https://annuaire-entreprises.data.gouv.fr/entreprise/451549000
55;75;PARIS;RIVERCHELLES;;78.20Z;Jerome SICSIC;55;Président de SAS;;-179377;2020;6-9;1985-03-01;10;332148964;60 RUE DE LA CHAUSSEE D'ANTIN 75009 PARIS;https://www.pappers.fr/entreprise/riverchelles-332148964;https://annuaire-entreprises.data.gouv.fr/entreprise/332148964
55;75;PARIS;INTERIM CO;;78.20Z;Stephane NACHBA;56;Gérant;;;;6-9;2005-12-14;5;487496705;22 RUE DE CONSTANTINOPLE 75008 PARIS;https://www.pappers.fr/entreprise/interim-co-487496705;https://annuaire-entreprises.data.gouv.fr/entreprise/487496705
55;75;PARIS;SPI TRAVAIL TEMPORAIRE;;78.20Z;Alexis RAÏA;58;Gérant;;;;1-2;2002-12-01;3;444518328;94 RUE DE MAUBEUGE 75010 PARIS;https://www.pappers.fr/entreprise/spi-travail-temporaire-444518328;https://annuaire-entreprises.data.gouv.fr/entreprise/444518328
55;75;PARIS;SAINT LAZARE INTERIM;;78.20Z;Vincent PAULUS;53;Gérant;;361486;2024;6-9;2001-10-01;2;440532000;84 RUE D'AMSTERDAM 75009 PARIS;https://www.pappers.fr/entreprise/saint-lazare-interim-440532000;https://annuaire-entreprises.data.gouv.fr/entreprise/440532000
55;75;PARIS;TRANSINTER;;78.20Z;David Daniel Georges LETTINGER;53;Autre;;23789;2025;3-5;1981-09-21;4;322815143;42 RUE DE L'AQUEDUC 75010 PARIS;https://www.pappers.fr/entreprise/transinter-322815143;https://annuaire-entreprises.data.gouv.fr/entreprise/322815143
55;75;PARIS 8;KORNER;;78.10Z;Frederic GUYOT;54;Président de SAS;;;;1-2;2005-05-04;4;482863545;59 RUE DE PONTHIEU BUREAU 326 75008 PARIS 8;https://www.pappers.fr/entreprise/korner-482863545;https://annuaire-entreprises.data.gouv.fr/entreprise/482863545
55;75;PARIS;MARYLIN AGENCY;MARILYN AGENCY;78.10Z;Marie HALLEY;51;Président de SAS;;137864;2025;10-19;1985-04-01;4;332442383;11 RUE DE MONTYON 75009 PARIS;https://www.pappers.fr/entreprise/marylin-agency-marilyn-agency-332442383;https://annuaire-entreprises.data.gouv.fr/entreprise/332442383
55;75;PARIS;AA EURO RECRUITMENT FRANCE SARL;;78.20Z;Laurence RYAN;63;Gérant;;;;n.r.;2010-07-02;3;523618114;43-47 43 AVENUE DE LA GRANDE ARMEE 75016 PARIS;https://www.pappers.fr/entreprise/aa-euro-recruitment-france-sarl-523618114;https://annuaire-entreprises.data.gouv.fr/entreprise/523618114
55;75;PARIS;AGORA SEARCH;AGORA;78.10Z;Luce NORDON (DE BONFILS DE LESCAMINADES);59;Président de SAS;;292518;2025;10-19;1999-12-31;4;429476807;SPR 18 RUE VOLNEY 75002 PARIS;https://www.pappers.fr/entreprise/agora-search-429476807;https://annuaire-entreprises.data.gouv.fr/entreprise/429476807
55;75;PARIS;ABC INTERIM ASSISTANCE BATIMENT CHANTIER INTERIM;;78.20Z;Stephane TAIEB;56;Gérant;;;;6-9;2000-09-29;1;433001559;148 RUE LA FAYETTE 75010 PARIS;https://www.pappers.fr/entreprise/abc-interim-assistance-batiment-chantier-interim-433001559;https://annuaire-entreprises.data.gouv.fr/entreprise/433001559
55;75;PARIS;POLE RH;;78.20Z;Gilles FOUCHER;64;Gérant;;;;n.r.;2008-02-04;7;501685622;10 RUE DU COLISEE 75008 PARIS;https://www.pappers.fr/entreprise/pole-rh-501685622;https://annuaire-entreprises.data.gouv.fr/entreprise/501685622
55;75;PARIS;CAP FINANCE;HUMANESSENCE;78.20Z;Thierry ANDRIEUX;54;Président de SAS;;1079889;2023;1-2;2006-09-04;6;491740213;6 PLACE DE LA MADELEINE 75008 PARIS;https://www.pappers.fr/entreprise/cap-finance-491740213;https://annuaire-entreprises.data.gouv.fr/entreprise/491740213
55;75;PARIS;HILLE CONSEIL;;78.10Z;Florence Marie Agnes HILLE;63;Président de SAS;;;;n.r.;2010-05-01;2;522915321;14 RUE CHARLES V 75004 PARIS;https://www.pappers.fr/entreprise/hille-conseil-hille-conseil-522915321;https://annuaire-entreprises.data.gouv.fr/entreprise/522915321
55;75;PARIS 8;MEILI;;78.10Z;Vincent FISCHER;61;Gérant;;;;n.r.;2010-10-25;1;528044266;7 RUE DE PONTHIEU 75008 PARIS 8;https://www.pappers.fr/entreprise/meili-glam-glamcom-glam-com-glam-models-glam-media-entertainment-network-528044266;https://annuaire-entreprises.data.gouv.fr/entreprise/528044266
55;75;PARIS;G.I.E DU CENTRE MEDICAL MASSENA;;78.30Z;Dominique FOURNIER;74;Membre;;;;1-2;2023-07-26;1;979216363;98 BOULEVARD MASSENA 75013 PARIS;https://www.pappers.fr/entreprise/g-i-e-du-centre-medical-massena-979216363;https://annuaire-entreprises.data.gouv.fr/entreprise/979216363
55;75;PARIS;METROPOLITAN MODELS;;78.10Z;Diana LEVATON (HOLMES);57;Président de SAS;;-953147;2025;20-49;1986-05-26;4;337929277;37 AVENUE D'IENA 75016 PARIS;https://www.pappers.fr/entreprise/metropolitan-models-337929277;https://annuaire-entreprises.data.gouv.fr/entreprise/337929277
55;75;PARIS;CECILE MARTIN;;78.30Z;Caroline DUPONT;51;Gérant;;;;1-2;1979-01-01;1;316946698;130 BOULEVARD PEREIRE 75017 PARIS;https://www.pappers.fr/entreprise/cecile-martin-316946698;https://annuaire-entreprises.data.gouv.fr/entreprise/316946698
55;75;PARIS;PY CONSEIL RH;;78.10Z;Pascale Soyeul YOUN;61;Gérant;;;;n.r.;2011-11-01;2;538580291;32 RUE POUCHET 75017 PARIS;https://www.pappers.fr/entreprise/py-conseil-rh-538580291;https://annuaire-entreprises.data.gouv.fr/entreprise/538580291
55;75;PARIS;2 M RECRUTEMENT;;78.10Z;Anne LAMBOTIN;51;Gérant;;;;1-2;1982-01-01;2;323439091;74 RUE FALGUIERE 75015 PARIS;https://www.pappers.fr/entreprise/2-m-recrutement-323439091;https://annuaire-entreprises.data.gouv.fr/entreprise/323439091
55;75;PARIS;KARA PLACEMENT;;78.10Z;Karine NOUVEAU (LEGROS);52;Gérant;;;;1-2;2006-01-01;3;488794330;36 BOULEVARD HAUSSMANN 75009 PARIS;https://www.pappers.fr/entreprise/kara-placement-kara-placement-488794330;https://annuaire-entreprises.data.gouv.fr/entreprise/488794330
55;75;PARIS;REBECCA;;78.10Z;Sandrine FARGUES;54;Gérant;;95364;2024;6-9;1989-02-03;4;349832733;9 AVENUE HOCHE 75008 PARIS;https://www.pappers.fr/entreprise/rebecca-rebecca-sport-rebecca-artists-349832733;https://annuaire-entreprises.data.gouv.fr/entreprise/349832733
55;75;PARIS;VITAE FRANCE;;78.10Z;Philippe-Samuel Marie LE FEUVRE;60;Gérant;;;;n.r.;2007-12-03;4;501402937;3 RUE DE LA BOURSE 75002 PARIS;https://www.pappers.fr/entreprise/vitae-france-501402937;https://annuaire-entreprises.data.gouv.fr/entreprise/501402937
55;75;PARIS;DIRECT INTERIM;;78.20Z;Alexis RAÏA;58;Gérant;;;;1-2;2003-10-30;3;451055701;94 RUE DE MAUBEUGE 75010 PARIS;https://www.pappers.fr/entreprise/direct-interim-451055701;https://annuaire-entreprises.data.gouv.fr/entreprise/451055701
55;75;PARIS;CAMELEON COM MARK;;78.20Z;Christophe COMAS;51;Président de SAS;;;;6-9;2003-08-01;5;449573088;12 RUE BEAUJON 75008 PARIS;https://www.pappers.fr/entreprise/cameleon-com-mark-cameleons-rh-449573088;https://annuaire-entreprises.data.gouv.fr/entreprise/449573088
55;75;PARIS;MARTINE'S;;78.10Z;Benjamin PORON;50;Gérant;;;;3-5;2004-04-01;3;453336406;15 RUE DE MARIGNAN 75008 PARIS;https://www.pappers.fr/entreprise/martine-s-453336406;https://annuaire-entreprises.data.gouv.fr/entreprise/453336406
55;75;PARIS;PLES CONVERGENCE;;78.10Z;Sylvain LAGARDE;54;Gérant;;19428;2024;3-5;2004-09-01;1;478523699;63 RUE DE PONTHIEU 75008 PARIS;https://www.pappers.fr/entreprise/ples-convergence-478523699;https://annuaire-entreprises.data.gouv.fr/entreprise/478523699
53;75;PARIS;EF EDUCATIONAL TOURS SERVICES SARL;;78.30Z;Carl Magnus WALLSTRÖM;54;Gérant;1839184;65643;2025;3-5;2017-01-01;1;824898597;5 AVENUE DE PROVENCE 75009 PARIS;https://www.pappers.fr/entreprise/ef-educational-tours-services-sarl-824898597;https://annuaire-entreprises.data.gouv.fr/entreprise/824898597
53;75;PARIS;ARPEL EMPLOI;;78.20Z;Marie-Christine LE PEILLET (TARDIVEL);57;Président de SAS;1207421;139895;2025;3-5;2019-11-01;3;878503986;11 RUE TOURNEUX 75012 PARIS;https://www.pappers.fr/entreprise/arpel-emploi-878503986;https://annuaire-entreprises.data.gouv.fr/entreprise/878503986
53;75;PARIS;STORM COM;;78.10Z;Serge KHALIFA;60;Président de SAS;37650;-9512;2021;1-2;2018-08-01;2;841180573;29 RUE DU FAUBOURG SAINT-DENIS 75010 PARIS;https://www.pappers.fr/entreprise/storm-com-841180573;https://annuaire-entreprises.data.gouv.fr/entreprise/841180573
53;75;PARIS;ECO CO2 VENTURE;;78.30Z;Jean-Eric PEUGEOT;62;Président de SAS;19319;-563321;2022;1-2;2021-05-18;2;899634000;14 RUE DE DUNKERQUE 75010 PARIS;https://www.pappers.fr/entreprise/eco-co2-venture-899634000;https://annuaire-entreprises.data.gouv.fr/entreprise/899634000
53;75;PARIS;ABJ SEARCH;;78.10Z;Anne BRIERE;63;Président de SAS;;;;1-2;2019-01-25;3;847843760;10 AVENUE KLEBER 75016 PARIS;https://www.pappers.fr/entreprise/abj-search-847843760;https://annuaire-entreprises.data.gouv.fr/entreprise/847843760
53;75;PARIS;L'AGENCE E&M;;78.10Z;Elvire MIMERANE;64;Président de SAS;;109494;2025;3-5;2017-01-17;2;825165137;9 RUE DES TROIS BORNES 75011 PARIS;https://www.pappers.fr/entreprise/l-agence-e-m-825165137;https://annuaire-entreprises.data.gouv.fr/entreprise/825165137
53;75;PARIS;TERRANOVA;;78.30Z;Olivier MOURADIAN;62;Président de SAS;;23541;2021;1-2;2021-02-06;1;894128321;55 AVENUE MARCEAU 75016 PARIS;https://www.pappers.fr/entreprise/terranova-894128321;https://annuaire-entreprises.data.gouv.fr/entreprise/894128321
53;75;PARIS;CAPITALE TT;;78.20Z;Jean-Regis ABOU;61;Président de SAS;;53230;2022;3-5;2021-06-03;2;900602632;47 RUE ALEXANDRE DUMAS 75011 PARIS;https://www.pappers.fr/entreprise/capitale-tt-900602632;https://annuaire-entreprises.data.gouv.fr/entreprise/900602632
53;75;PARIS;OPUS TEMPUS 92;;78.20Z;Jacques DANOS;64;Président de SAS;;-34963;2025;6-9;2019-01-25;2;848062386;10 RUE DU DEBARCADERE 75017 PARIS;https://www.pappers.fr/entreprise/opus-tempus-92-848062386;https://annuaire-entreprises.data.gouv.fr/entreprise/848062386
50;75;PARIS;JOHN DOE;;78.10Z;Emmanuel BOUTET;54;Président de SAS;759035;31759;2024;1-2;2013-07-17;2;794470690;24 RUE DE CHABROL 75010 PARIS;https://www.pappers.fr/entreprise/john-doe-794470690;https://annuaire-entreprises.data.gouv.fr/entreprise/794470690
50;75;PARIS;OK INTERIM;;78.20Z;Catherine TAÏEB;54;Président de SAS;727607;1400;2025;3-5;2013-02-25;3;791590011;9 RUE DU DOCTEUR GOUJON 75012 PARIS;https://www.pappers.fr/entreprise/ok-interim-791590011;https://annuaire-entreprises.data.gouv.fr/entreprise/791590011
50;75;PARIS;ITTAKA;;78.10Z;Philippe Louis Leon AGRATI;59;Gérant;512079;-552550;2019;n.r.;2005-07-04;8;484352364;11 RUE BAILLY 75003 PARIS;https://www.pappers.fr/entreprise/ittaka-484352364;https://annuaire-entreprises.data.gouv.fr/entreprise/484352364
50;75;PARIS;PETERSEN EXECUTIVE SEARCH;PETERSEN EXECUTIVE SEARCH;78.10Z;Tania Charlotte Karin PETERSEN (PETERSEN);58;Président de SAS;306500;56510;2020;1-2;2013-04-12;2;792485880;53 B RUE DE PASSY 75016 PARIS;https://www.pappers.fr/entreprise/petersen-executive-search-792485880;https://annuaire-entreprises.data.gouv.fr/entreprise/792485880
50;75;PARIS;HUMAN SOLUTIONS;;78.10Z;Bertrand Andre Germain ROBIN;52;Président de SAS;250041;32112;2018;1-2;2007-11-01;3;500801469;16 RUE LARREY 75005 PARIS;https://www.pappers.fr/entreprise/human-solutions-500801469;https://annuaire-entreprises.data.gouv.fr/entreprise/500801469
50;75;PARIS;PRICE INGENIERIE;;78.10Z;Philippe SZPRYCER;59;Président de SAS;239040;3664;2023;1-2;2016-10-01;1;822739157;83 BOULEVARD DE MAGENTA 75010 PARIS;https://www.pappers.fr/entreprise/price-ingenierie-822739157;https://annuaire-entreprises.data.gouv.fr/entreprise/822739157
50;75;PARIS;PROFIL SEARCH;;78.10Z;Fabien GUICHARD;50;Président de SAS;226101;10371;2016;1-2;2013-03-01;3;791341951;75 AVENUE PARMENTIER 75011 PARIS;https://www.pappers.fr/entreprise/profil-search-791341951;https://annuaire-entreprises.data.gouv.fr/entreprise/791341951
50;75;PARIS;MANNHEIM ADVISORS;;78.10Z;Mathias AUBRY;50;Président de SAS;218219;964;2015;1-2;2008-09-15;2;508158862;17 RUE DUMONT D'URVILLE 75016 PARIS;https://www.pappers.fr/entreprise/mannheim-advisors-508158862;https://annuaire-entreprises.data.gouv.fr/entreprise/508158862
50;75;PARIS;ESKIMO MODEL MANAGEMENT;;78.30Z;Irene OBERRAUCH;56;Gérant;190693;6635;2024;n.r.;1999-10-01;2;428681704;CHEZ ABC LIV 49 RUE DE PONTHIEU 75008 PARIS;https://www.pappers.fr/entreprise/eskimo-model-management-emm-428681704;https://annuaire-entreprises.data.gouv.fr/entreprise/428681704
50;75;PARIS;ANOA;;78.30Z;Marc BODIN;55;Gérant;137083;-10005;2016;n.r.;2006-05-10;2;490015773;68 RUE D'ALLERAY 75015 PARIS;https://www.pappers.fr/entreprise/anoa-490015773;https://annuaire-entreprises.data.gouv.fr/entreprise/490015773
50;75;PARIS;ONZEVOA;ONZEVOA;78.10Z;Isabelle SCHNEPF (CHEYROL);52;Président de SAS;113862;11869;2025;1-2;2016-06-01;1;821399359;129 BOULEVARD DIDEROT 75012 PARIS;https://www.pappers.fr/entreprise/onzevoa-11voa-11voa-821399359;https://annuaire-entreprises.data.gouv.fr/entreprise/821399359
50;75;PARIS;OMEGA INTERIM;;78.20Z;Marc Laurent Luc LUDIER;55;Président de SAS;;165198;2023;n.r.;2000-10-03;4;433062536;27 A 29 27 RUE YVES TOUDIC 75010 PARIS;https://www.pappers.fr/entreprise/omega-interim-433062536;https://annuaire-entreprises.data.gouv.fr/entreprise/433062536
50;75;PARIS;ALTIS INTERIM;;78.20Z;Fabrice GRAEFFLY;59;Président de SAS;;;;n.r.;2001-11-23;4;440178424;118 AVENUE DU MAINE 75014 PARIS;https://www.pappers.fr/entreprise/altis-interim-sivea-travail-temporaire-440178424;https://annuaire-entreprises.data.gouv.fr/entreprise/440178424
50;75;PARIS;ALTI SERVICES;;78.20Z;Philippe Lucien André DESCHAMPS;73;Membre du conseil de surveillance;;;;n.r.;2025-10-03;2;992528182;114 RUE DU CHERCHE-MIDI 75006 PARIS;https://www.pappers.fr/entreprise/alti-services-switch-24-992528182;https://annuaire-entreprises.data.gouv.fr/entreprise/992528182
50;75;PARIS;PRESS INTER;;78.20Z;Namory KEITA;55;Gérant;;;;1-2;2012-02-01;2;539662817;242 RUE DU FAUBOURG SAINT-MARTIN 75010 PARIS;https://www.pappers.fr/entreprise/press-inter-539662817;https://annuaire-entreprises.data.gouv.fr/entreprise/539662817
50;75;PARIS;PL OFFICE;;78.10Z;Jean Paul Emmanuel Ludovic LOUISOR;56;Gérant;;;;n.r.;2005-02-01;3;480675735;75 BOULEVARD RICHARD LENOIR 75011 PARIS;https://www.pappers.fr/entreprise/pl-office-480675735;https://annuaire-entreprises.data.gouv.fr/entreprise/480675735
50;75;PARIS;TM INTERNATIONAL;;78.10Z;IRELAND EPOUSE ALIAS TANYA CAROLINE;59;Gérant;;;;n.r.;1990-09-01;3;379847742;36-38 36 RUE DES MATHURINS 75008 PARIS;https://www.pappers.fr/entreprise/tm-international-tmi-379847742;https://annuaire-entreprises.data.gouv.fr/entreprise/379847742
50;75;PARIS;SONIA BELLEVILLE (IBADA) (MAXENCE&HORTENSE);;78.10Z;Sonia Isabelle BELLEVILLE (IBADA);58;;;;;n.r.;1996-01-01;2;403659493;60 RUE DE MAUBEUGE 75009 PARIS;https://www.pappers.fr/entreprise/sonia-belleville-ibada-maxence-hortense-403659493;https://annuaire-entreprises.data.gouv.fr/entreprise/403659493
50;75;PARIS;A.ASTON;;78.30Z;Marianne Seta MESTOUDJIAN;55;Gérant;;68128;2018;n.r.;2000-05-02;4;431246057;16-18 16 RUE DE LONDRES 75009 PARIS;https://www.pappers.fr/entreprise/a-aston-a-aston-431246057;https://annuaire-entreprises.data.gouv.fr/entreprise/431246057
50;75;PARIS;COMPETENCE AVENUE;;78.10Z;Olivier BERTHELOT;54;Gérant;;;;1-2;2007-03-12;2;494832405;18-20 18 RUE SOLEILLET 75020 PARIS;https://www.pappers.fr/entreprise/competence-avenue-494832405;https://annuaire-entreprises.data.gouv.fr/entreprise/494832405
50;75;PARIS;EFFIENCE RH;;78.10Z;Marlene POLADIAN;52;Gérant;;;;n.r.;2006-01-24;2;488312604;18 RUE PASQUIER 75008 PARIS;https://www.pappers.fr/entreprise/effience-rh-488312604;https://annuaire-entreprises.data.gouv.fr/entreprise/488312604
50;75;PARIS;JURISPARTNER;;78.10Z;Arnaud DESSAIN;53;Gérant;;;;3-5;2007-05-15;3;497907337;102 BOULEVARD MALESHERBES 75017 PARIS;https://www.pappers.fr/entreprise/jurispartner-497907337;https://annuaire-entreprises.data.gouv.fr/entreprise/497907337
50;75;PARIS;DELPHINE SALA CONSEIL EN RECRUTEMENT;;78.10Z;Delphine SALA (PORZIER);57;Gérant;;;;1-2;2008-04-01;3;503365553;70 RUE DE TOCQUEVILLE 75017 PARIS;https://www.pappers.fr/entreprise/delphine-sala-conseil-en-recrutement-503365553;https://annuaire-entreprises.data.gouv.fr/entreprise/503365553
50;75;PARIS;RECRUTEAM;;78.20Z;Olivier MASLARD;53;Gérant;;39814;2025;3-5;2010-11-09;6;528326994;36 RUE VIGNON 75009 PARIS;https://www.pappers.fr/entreprise/recruteam-528326994;https://annuaire-entreprises.data.gouv.fr/entreprise/528326994
50;75;PARIS;STRATEUM CONSEIL;;78.30Z;Vianneytte Helene DE QUELEN (LOUVARD);53;Gérant;;;;1-2;2011-01-03;3;529332629;10 RUE DE SEZE 75009 PARIS;https://www.pappers.fr/entreprise/strateum-conseil-529332629;https://annuaire-entreprises.data.gouv.fr/entreprise/529332629
50;75;PARIS;ELZEAR;;78.10Z;Thibaud DUMOUCHEL DE PREMARE;55;Gérant;;5434;2025;6-9;2007-01-17;3;493837108;48 RUE DE LA BIENFAISANCE 75008 PARIS;https://www.pappers.fr/entreprise/elzear-493837108;https://annuaire-entreprises.data.gouv.fr/entreprise/493837108
50;75;PARIS;TEAM RH;;78.30Z;Julie-Isabelle BINON;55;Gérant;;;;0;2002-04-01;3;442421673;9 B RUE GEOFFROY-MARIE 75009 PARIS;https://www.pappers.fr/entreprise/team-rh-team-rh-442421673;https://annuaire-entreprises.data.gouv.fr/entreprise/442421673
50;75;PARIS;KARINE BASSOT (SAAL) (KARINE BASSOT EI);;78.30Z;Karine BASSOT (SAAL);50;;;;;n.r.;2001-05-29;1;441138880;11 RUE THEODULE RIBOT 75017 PARIS;https://www.pappers.fr/entreprise/karine-bassot-saal-karine-bassot-ei-441138880;https://annuaire-entreprises.data.gouv.fr/entreprise/441138880
50;75;PARIS;NOVINTER;NOVINTER;78.20Z;Gabriel DUKAN;55;Président de SAS;;189912;2023;3-5;2008-07-03;2;505062356;79 RUE BOISSIERE 75116 PARIS;https://www.pappers.fr/entreprise/novinter-novinter-505062356;https://annuaire-entreprises.data.gouv.fr/entreprise/505062356
50;75;PARIS;TALENT SPHERE;;78.10Z;Jerome CHOURAQUI;53;Président de SAS;;106968;2023;1-2;2008-07-21;3;507498988;5-7 5 RUE AMPERE 75017 PARIS;https://www.pappers.fr/entreprise/talent-sphere-507498988;https://annuaire-entreprises.data.gouv.fr/entreprise/507498988
50;75;PARIS;START'INTERIM;;78.20Z;Jerome Daniel RICHARD;55;Directeur Général;;113033;2024;n.r.;2005-03-01;2;481149144;91 RUE DE CHARONNE 75011 PARIS;https://www.pappers.fr/entreprise/start-interim-481149144;https://annuaire-entreprises.data.gouv.fr/entreprise/481149144
50;75;PARIS;MANBTP INTERIM;;78.20Z;Olivier D'ARRIGO;55;Président de SAS;;-87786;2024;3-5;2009-05-08;2;513450577;66 BOULEVARD DE MAGENTA 75010 PARIS;https://www.pappers.fr/entreprise/manbtp-interim-513450577;https://annuaire-entreprises.data.gouv.fr/entreprise/513450577
50;75;PARIS;HOLDING AYOUB;;78.30Z;Naji AYOUB;54;Gérant;;;;3-5;2013-11-18;4;798602546;65 RUE MICHEL-ANGE 75016 PARIS;https://www.pappers.fr/entreprise/holding-ayoub-798602546;https://annuaire-entreprises.data.gouv.fr/entreprise/798602546
50;75;PARIS;TT-AXONE;;78.20Z;Jean-Pierre Gaston KAHN;78;Président de SAS;;;;n.r.;2023-07-24;1;978939700;111 AVENUE VICTOR HUGO 75016 PARIS;https://www.pappers.fr/entreprise/tt-axone-978939700;https://annuaire-entreprises.data.gouv.fr/entreprise/978939700
50;75;PARIS;ALTEREGO;;78.10Z;Ludovic RENAULT;50;Gérant;;137809;2024;3-5;2015-03-26;3;810582429;36 BOULEVARD DE LA BASTILLE 75012 PARIS;https://www.pappers.fr/entreprise/alterego-810582429;https://annuaire-entreprises.data.gouv.fr/entreprise/810582429
50;75;PARIS;ALLINSOURCING;;78.10Z;Nassib MESSADI;50;Président de SAS;;;;1-2;2015-09-01;1;813729977;25 RUE JEAN-JACQUES ROUSSEAU 75001 PARIS;https://www.pappers.fr/entreprise/allinsourcing-allinsourcing-813729977;https://annuaire-entreprises.data.gouv.fr/entreprise/813729977
50;75;PARIS;PAC SERVICES;;78.10Z;Stephane CARLUCCI;53;Gérant;;-165527;2024;n.r.;2006-05-20;3;491122792;85 BOULEVARD EXELMANS 75016 PARIS;https://www.pappers.fr/entreprise/pac-services-pac-services-491122792;https://annuaire-entreprises.data.gouv.fr/entreprise/491122792
50;75;PARIS;MEDICIS CONSULT;;78.10Z;Jerome AUDRAN;52;Gérant;;38327;2023;3-5;2009-04-01;4;511931941;54 RUE LHOMOND 75005 PARIS;https://www.pappers.fr/entreprise/medicis-consult-511931941;https://annuaire-entreprises.data.gouv.fr/entreprise/511931941
50;75;PARIS;THEMIE;;78.20Z;Ruhi GUNES;57;Gérant;;-142270;2024;1-2;2009-05-10;4;512431008;70 BOULEVARD DE LA VILLETTE 75019 PARIS;https://www.pappers.fr/entreprise/themie-512431008;https://annuaire-entreprises.data.gouv.fr/entreprise/512431008
50;75;PARIS;CRENEAU INTERIM;;78.20Z;Olivier D'ARRIGO;55;Président de SAS;;31676;2022;3-5;2009-05-08;2;513450403;66 BOULEVARD DE MAGENTA 75010 PARIS;https://www.pappers.fr/entreprise/creneau-interim-513450403;https://annuaire-entreprises.data.gouv.fr/entreprise/513450403
50;75;PARIS;EVIDENCE RESSOURCES HUMAINES;;78.20Z;Alexia BLANCHARD (BENHAMRA);53;Gérant;;35365;2024;1-2;2009-07-29;3;514338789;4 RUE DU JURA 75013 PARIS;https://www.pappers.fr/entreprise/evidence-ressources-humaines-514338789;https://annuaire-entreprises.data.gouv.fr/entreprise/514338789
50;75;PARIS;PLAN B;;78.20Z;Laure AMARI;56;Président de SAS;;-146964;2024;3-5;2007-06-27;1;498636091;11 RUE ALEXANDRE DUMAS 75011 PARIS;https://www.pappers.fr/entreprise/plan-b-498636091;https://annuaire-entreprises.data.gouv.fr/entreprise/498636091
50;75;PARIS;EAST WEST LINE;;78.10Z;Joachim HOFFMANN;59;Gérant;;;;n.r.;2004-11-04;1;479471534;91 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS;https://www.pappers.fr/entreprise/east-west-line-ewl-479471534;https://annuaire-entreprises.data.gouv.fr/entreprise/479471534
50;75;PARIS;ASPEN RH;;78.10Z;David SURREL;51;Gérant;;;;3-5;2009-12-18;3;519202329;21 RUE ROYALE 75008 PARIS;https://www.pappers.fr/entreprise/aspen-rh-519202329;https://annuaire-entreprises.data.gouv.fr/entreprise/519202329
50;75;PARIS;OUI MANAGEMENT;;78.10Z;Micheline CHAPITEAU;58;Directeur Général;;1228041;2024;20-49;2010-06-01;2;523006807;20 AU 22 20 PASSAGE DAUPHINE 75006 PARIS;https://www.pappers.fr/entreprise/oui-management-523006807;https://annuaire-entreprises.data.gouv.fr/entreprise/523006807
50;75;PARIS;FACTORIEL;;78.10Z;Frederic SIMON;52;Président de SAS;;;2016;1-2;2013-11-01;2;798357646;27 RUE DE LA HUCHETTE 75005 PARIS;https://www.pappers.fr/entreprise/factoriel-798357646;https://annuaire-entreprises.data.gouv.fr/entreprise/798357646
